Task_ID,Task_Date,Machine_ID,Operator_ID,Task_Type,Task_Area_sqm,Material_Type,Ground_Condition,Ground_Slope_deg,Site_Distance_km,Weather,Temperature_C,Crew_Size,Operator_Skill,Operator_Experience_Months,Machine_Age_yrs,Machine_Condition,Permit_Setup_Delay_min,Breakdown_Occurred,Estimated_Time_min,Actual_Time_min
T7528,2025-08-07 23:02:00,MCH100,OP2001,Compaction,355.1,Rock,Soft,13.6,37.3,Windy,31.1,6,Intermediate,44,9.4,Good,15.2,No,177.2,327.6
T7529,2025-08-08 00:27:00,MCH100,OP2003,Compaction,188.6,Mixed,Rocky,5.2,29.0,Sunny,24.4,2,Expert,188,9.4,Good,17.1,Yes,94.5,197.0
T7530,2025-08-08 04:09:00,MCH106,OP2006,Paving,309.5,Mixed,Hard,3.3,23.8,Sunny,17.0,7,Intermediate,23,9.3,Fair,4.7,No,211.9,273.7
T7531,2025-08-08 04:55:00,MCH101,OP2018,Trenching,321.0,Concrete,Normal,3.3,15.5,Windy,13.5,4,Beginner,14,5.5,Poor,4.5,No,315.9,814.2
T7532,2025-08-08 05:30:00,MCH106,OP2011,Compaction,55.4,Concrete,Normal,2.5,5.0,Cloudy,24.7,8,Expert,150,9.3,Fair,19.8,No,29.3,56.5
T7533,2025-08-08 05:41:00,MCH108,OP2003,Trenching,100.0,Clay,Hard,7.0,18.6,Sunny,25.8,5,Expert,188,2.0,Fair,1.1,No,100.9,131.3
T7534,2025-08-08 06:29:00,MCH102,OP2015,Material_Loading,171.8,Clay,Soft,9.6,20.8,Windy,34.5,3,Beginner,10,10.4,Fair,6.9,No,99.8,187.6
T7535,2025-08-08 06:33:00,MCH109,OP2015,Grading,136.6,Concrete,Soft,6.1,11.4,Windy,25.0,7,Beginner,10,5.7,Fair,9.5,No,115.7,235.3
T7536,2025-08-08 06:59:00,MCH107,OP2008,Compaction,195.0,Debris,Normal,2.7,27.5,Cloudy,20.1,8,Beginner,14,9.5,Good,7.9,No,98.5,173.6
T7537,2025-08-08 07:41:00,MCH100,OP2019,Demolition,221.2,Mixed,Normal,3.4,31.3,Cloudy,28.2,5,Intermediate,32,9.4,Good,8.7,No,338.0,413.5
T7538,2025-08-08 08:21:00,MCH106,OP2005,Grading,86.7,Rock,Rocky,7.3,19.1,Cloudy,22.0,6,Beginner,5,9.3,Fair,11.1,No,69.1,215.4
T7539,2025-08-08 09:03:00,MCH104,OP2018,Demolition,361.1,Soil,Soft,14.4,36.9,Rainy,22.3,2,Beginner,14,1.6,Good,3.9,No,540.4,867.1
T7540,2025-08-08 09:06:00,MCH103,OP2018,Compaction,156.0,Mixed,Normal,7.3,30.7,Cloudy,29.7,7,Beginner,14,8.5,Fair,3.2,No,82.1,174.7
T7541,2025-08-08 10:33:00,MCH105,OP2009,Trenching,202.0,Concrete,Hard,8.4,37.8,Windy,17.1,6,Intermediate,37,11.7,Good,18.7,No,206.7,429.1
T7542,2025-08-08 10:40:00,MCH105,OP2003,Compaction,359.3,Debris,Normal,5.1,34.1,Rainy,28.7,5,Expert,188,11.7,Good,11.7,No,187.9,274.0
T7543,2025-08-08 11:37:00,MCH104,OP2005,Demolition,226.1,Rock,Normal,4.6,36.5,Sunny,26.5,5,Beginner,5,1.6,Good,15.4,No,336.6,644.3
T7544,2025-08-08 12:07:00,MCH104,OP2004,Paving,330.3,Concrete,Rocky,13.6,23.3,Cloudy,24.1,8,Expert,203,1.6,Good,3.8,No,233.7,278.8
T7545,2025-08-08 13:16:00,MCH100,OP2014,Grading,328.3,Soil,Normal,2.7,1.7,Sunny,21.7,2,Intermediate,37,9.4,Good,16.0,No,265.9,326.7
T7546,2025-08-08 14:22:00,MCH106,OP2008,Trenching,206.6,Clay,Normal,2.0,31.8,Sunny,20.6,7,Beginner,14,9.3,Fair,9.2,No,212.0,377.0
T7547,2025-08-08 15:34:00,MCH104,OP2000,Material_Loading,85.7,Concrete,Hard,4.1,7.2,Windy,18.0,4,Expert,85,1.6,Good,6.9,No,47.2,75.0
T7548,2025-08-08 18:10:00,MCH108,OP2011,Compaction,375.7,Debris,Rocky,0.8,38.8,Sunny,23.3,3,Expert,150,2.0,Fair,19.5,No,186.8,302.9
T7549,2025-08-08 18:51:00,MCH108,OP2010,Earth_Excavation,153.6,Concrete,Rocky,4.8,18.9,Rainy,18.3,2,Expert,148,2.0,Fair,17.5,No,186.2,341.3
T7550,2025-08-08 20:00:00,MCH100,OP2008,Paving,30.6,Debris,Soft,5.5,11.6,Cloudy,28.0,2,Beginner,14,9.4,Good,6.2,No,19.1,58.4
T7551,2025-08-08 21:47:00,MCH105,OP2014,Compaction,124.6,Soil,Rocky,7.2,11.5,Rainy,34.6,2,Intermediate,37,11.7,Good,12.9,No,63.0,138.9
T7552,2025-08-08 22:51:00,MCH108,OP2012,Trenching,155.6,Clay,Normal,5.1,31.8,Sunny,25.4,8,Intermediate,23,2.0,Fair,15.9,No,158.5,220.7
T7553,2025-08-09 00:23:00,MCH108,OP2009,Compaction,277.3,Rock,Hard,16.1,12.0,Windy,24.0,3,Intermediate,37,2.0,Fair,7.6,No,142.9,284.2
T7554,2025-08-09 01:29:00,MCH109,OP2012,Grading,233.6,Debris,Hard,1.9,2.6,Sunny,22.4,6,Intermediate,23,5.7,Fair,7.4,No,192.8,233.9
T7555,2025-08-09 01:40:00,MCH100,OP2014,Material_Loading,158.6,Rock,Hard,4.4,26.9,Cloudy,21.3,2,Intermediate,37,9.4,Good,1.1,No,104.7,219.8
T7556,2025-08-09 02:04:00,MCH100,OP2018,Trenching,274.1,Debris,Rocky,9.6,21.5,Windy,32.4,1,Beginner,14,9.4,Good,17.0,No,271.1,715.2
T7557,2025-08-09 03:34:00,MCH106,OP2006,Trenching,313.1,Clay,Hard,5.9,29.4,Sunny,32.6,3,Intermediate,23,9.3,Fair,18.4,No,315.5,477.9
T7558,2025-08-09 05:56:00,MCH105,OP2010,Paving,322.1,Mixed,Hard,13.6,19.3,Rainy,18.0,6,Expert,148,11.7,Good,2.7,No,217.1,269.9
T7559,2025-08-09 06:08:00,MCH102,OP2000,Paving,80.9,Mixed,Rocky,1.2,20.1,Cloudy,20.2,6,Expert,85,10.4,Fair,6.2,No,54.9,111.6
T7560,2025-08-09 06:22:00,MCH108,OP2014,Compaction,166.9,Soil,Hard,2.6,5.6,Sunny,34.8,2,Intermediate,37,2.0,Fair,7.7,No,78.6,90.6
T7561,2025-08-09 06:36:00,MCH109,OP2010,Demolition,145.7,Mixed,Normal,7.9,26.1,Foggy,31.5,8,Expert,148,5.7,Fair,3.5,Yes,216.3,325.0
T7562,2025-08-09 06:39:00,MCH107,OP2006,Paving,154.0,Clay,Soft,4.1,28.4,Sunny,14.5,4,Intermediate,23,9.5,Good,4.8,No,103.5,147.5
T7563,2025-08-09 07:02:00,MCH102,OP2001,Trenching,335.0,Clay,Hard,1.6,9.7,Foggy,18.8,2,Intermediate,44,10.4,Fair,6.6,No,328.6,573.9
T7564,2025-08-09 08:02:00,MCH102,OP2018,Compaction,351.3,Soil,Normal,3.7,37.0,Sunny,15.6,5,Beginner,14,10.4,Fair,18.8,No,175.8,300.3
T7565,2025-08-09 08:08:00,MCH106,OP2014,Earth_Excavation,22.5,Mixed,Hard,1.7,30.7,Sunny,23.7,2,Intermediate,37,9.3,Fair,12.5,No,21.8,89.2
T7566,2025-08-09 09:59:00,MCH103,OP2006,Trenching,388.4,Clay,Rocky,14.5,34.3,Sunny,14.1,3,Intermediate,23,8.5,Fair,2.4,No,388.7,705.7
T7567,2025-08-09 10:09:00,MCH106,OP2018,Compaction,125.6,Debris,Hard,3.9,9.8,Rainy,32.8,4,Beginner,14,9.3,Fair,6.6,No,60.9,140.3
T7568,2025-08-09 10:18:00,MCH100,OP2001,Trenching,294.0,Rock,Hard,12.9,19.5,Sunny,31.7,6,Intermediate,44,9.4,Good,1.6,No,288.7,512.2
T7569,2025-08-09 10:52:00,MCH107,OP2013,Trenching,23.6,Mixed,Normal,8.2,26.6,Rainy,14.0,1,Intermediate,36,9.5,Good,13.9,No,24.2,89.9
T7570,2025-08-09 10:55:00,MCH105,OP2009,Paving,361.5,Clay,Hard,2.6,16.2,Cloudy,33.2,6,Intermediate,37,11.7,Good,14.2,No,247.6,355.3
T7571,2025-08-09 11:17:00,MCH106,OP2015,Demolition,377.2,Concrete,Hard,15.5,36.4,Sunny,28.1,2,Beginner,10,9.3,Fair,2.1,No,581.3,1311.3
T7572,2025-08-09 11:21:00,MCH106,OP2010,Demolition,43.3,Clay,Soft,3.2,11.3,Sunny,22.6,6,Expert,148,9.3,Fair,16.3,No,60.1,90.3
T7573,2025-08-09 12:18:00,MCH100,OP2010,Material_Loading,228.8,Debris,Normal,6.5,11.5,Rainy,26.2,5,Expert,148,9.4,Good,17.9,No,139.6,183.2
T7574,2025-08-09 13:34:00,MCH109,OP2000,Grading,203.0,Debris,Normal,3.6,11.1,Cloudy,21.5,7,Expert,85,5.7,Fair,13.6,No,162.0,200.9
T7575,2025-08-09 14:54:00,MCH108,OP2019,Demolition,187.9,Soil,Hard,5.1,16.9,Rainy,17.3,3,Intermediate,32,2.0,Fair,3.2,No,282.1,395.9
T7576,2025-08-09 19:26:00,MCH107,OP2017,Demolition,61.8,Rock,Soft,1.0,24.3,Cloudy,27.6,4,Intermediate,21,9.5,Good,4.6,Yes,93.5,218.8
T7577,2025-08-09 19:34:00,MCH102,OP2014,Earth_Excavation,160.5,Soil,Normal,5.2,25.3,Sunny,26.6,2,Intermediate,37,10.4,Fair,15.7,No,197.2,291.9
T7578,2025-08-09 20:04:00,MCH106,OP2006,Trenching,217.9,Soil,Soft,3.9,34.9,Sunny,21.3,3,Intermediate,23,9.3,Fair,12.7,No,224.2,305.2
T7579,2025-08-09 22:06:00,MCH109,OP2001,Earth_Excavation,314.6,Rock,Soft,2.3,16.7,Sunny,23.5,4,Intermediate,44,5.7,Fair,18.0,No,375.0,550.9
T7580,2025-08-09 22:15:00,MCH109,OP2006,Compaction,317.8,Rock,Hard,5.7,31.8,Sunny,32.1,6,Intermediate,23,5.7,Fair,2.8,No,160.0,282.1
T7581,2025-08-09 22:18:00,MCH104,OP2014,Trenching,316.1,Rock,Normal,1.6,33.6,Rainy,22.9,3,Intermediate,37,1.6,Good,14.9,No,322.5,581.4
T7582,2025-08-09 22:19:00,MCH107,OP2018,Trenching,327.8,Concrete,Normal,16.0,32.0,Cloudy,24.4,4,Beginner,14,9.5,Good,13.4,No,317.5,642.9
T7583,2025-08-09 22:38:00,MCH100,OP2014,Paving,271.1,Rock,Normal,3.8,11.2,Rainy,24.7,1,Intermediate,37,9.4,Good,4.4,No,187.1,305.4
T7584,2025-08-10 04:24:00,MCH104,OP2014,Compaction,33.9,Concrete,Soft,12.7,36.6,Rainy,28.7,8,Intermediate,37,1.6,Good,14.3,No,12.9,85.1
T7585,2025-08-10 04:48:00,MCH103,OP2018,Compaction,59.1,Concrete,Normal,15.3,33.4,Sunny,24.5,4,Beginner,14,8.5,Fair,8.4,No,35.1,117.4
T7586,2025-08-10 04:59:00,MCH105,OP2004,Paving,262.7,Rock,Normal,6.3,31.9,Sunny,26.6,3,Expert,203,11.7,Good,15.4,No,184.4,266.1
T7587,2025-08-10 06:02:00,MCH108,OP2018,Trenching,294.8,Mixed,Soft,10.4,4.3,Foggy,21.2,5,Beginner,14,2.0,Fair,14.1,No,295.4,468.6
T7588,2025-08-10 06:32:00,MCH106,OP2017,Demolition,386.5,Soil,Normal,1.9,40.0,Sunny,18.1,8,Intermediate,21,9.3,Fair,1.7,No,577.2,649.2
T7589,2025-08-10 07:23:00,MCH103,OP2016,Earth_Excavation,57.3,Debris,Soft,3.4,3.5,Sunny,25.1,8,Beginner,10,8.5,Fair,18.9,No,69.4,127.1
T7590,2025-08-10 07:49:00,MCH108,OP2005,Paving,133.6,Concrete,Soft,4.4,11.8,Sunny,20.2,8,Beginner,5,2.0,Fair,3.3,No,94.8,134.8
T7591,2025-08-10 08:18:00,MCH109,OP2001,Paving,112.0,Mixed,Soft,1.8,38.0,Sunny,17.1,4,Intermediate,44,5.7,Fair,8.0,No,74.2,133.6
T7592,2025-08-10 08:21:00,MCH106,OP2010,Earth_Excavation,200.2,Soil,Normal,6.3,37.7,Cloudy,21.8,7,Expert,148,9.3,Fair,15.3,Yes,237.1,374.8
T7593,2025-08-10 08:22:00,MCH104,OP2012,Paving,66.9,Debris,Rocky,5.1,24.7,Sunny,26.3,2,Intermediate,23,1.6,Good,19.1,No,39.0,107.2
T7594,2025-08-10 08:44:00,MCH106,OP2004,Earth_Excavation,364.7,Mixed,Rocky,5.9,7.7,Cloudy,23.3,6,Expert,203,9.3,Fair,12.7,No,442.1,643.6
T7595,2025-08-10 08:51:00,MCH108,OP2015,Material_Loading,119.1,Concrete,Soft,5.0,32.2,Foggy,33.5,3,Beginner,10,2.0,Fair,8.6,No,73.2,175.6
T7596,2025-08-10 09:28:00,MCH102,OP2019,Compaction,320.7,Soil,Soft,3.1,5.0,Windy,26.7,7,Intermediate,32,10.4,Fair,14.4,No,153.5,171.7
T7597,2025-08-10 10:16:00,MCH104,OP2010,Material_Loading,136.2,Mixed,Soft,3.0,36.1,Sunny,25.9,3,Expert,148,1.6,Good,10.1,Yes,84.1,150.1
T7598,2025-08-10 12:52:00,MCH105,OP2010,Compaction,153.4,Rock,Normal,10.8,15.3,Sunny,27.2,3,Expert,148,11.7,Good,12.8,No,80.9,146.8
T7599,2025-08-10 13:12:00,MCH103,OP2014,Grading,399.5,Concrete,Soft,2.1,39.5,Cloudy,22.1,1,Intermediate,37,8.5,Fair,16.9,No,314.8,502.5
T7600,2025-08-10 16:17:00,MCH109,OP2006,Earth_Excavation,44.4,Clay,Normal,5.4,30.0,Cloudy,35.9,1,Intermediate,23,5.7,Fair,19.0,No,52.9,126.2
T7601,2025-08-10 17:34:00,MCH106,OP2011,Grading,86.2,Rock,Soft,7.9,36.4,Cloudy,28.4,4,Expert,150,9.3,Fair,9.1,No,73.9,147.3
T7602,2025-08-10 19:07:00,MCH100,OP2006,Grading,85.8,Rock,Soft,3.2,29.6,Windy,25.5,4,Intermediate,23,9.4,Good,10.4,No,66.8,158.8
T7603,2025-08-10 19:40:00,MCH107,OP2007,Trenching,32.7,Clay,Soft,2.3,26.8,Sunny,22.2,2,Beginner,4,9.5,Good,3.6,No,38.0,97.9
T7604,2025-08-10 20:03:00,MCH108,OP2004,Compaction,109.3,Concrete,Normal,3.8,31.5,Windy,36.4,2,Expert,203,2.0,Fair,2.1,No,51.9,116.9
T7605,2025-08-10 20:13:00,MCH108,OP2013,Grading,111.6,Rock,Soft,1.7,10.7,Sunny,25.4,6,Intermediate,36,2.0,Fair,0.1,No,90.3,131.1
T7606,2025-08-10 20:27:00,MCH103,OP2019,Compaction,101.2,Mixed,Normal,5.0,26.5,Cloudy,30.8,8,Intermediate,32,8.5,Fair,8.9,No,48.4,98.3
T7607,2025-08-10 21:05:00,MCH107,OP2016,Material_Loading,371.3,Rock,Rocky,1.3,3.0,Rainy,18.6,2,Beginner,10,9.5,Good,10.9,Yes,229.5,707.0
T7608,2025-08-10 21:47:00,MCH105,OP2001,Earth_Excavation,170.7,Mixed,Normal,0.4,32.5,Sunny,22.4,2,Intermediate,44,11.7,Good,10.0,No,205.0,276.8
T7609,2025-08-10 21:49:00,MCH106,OP2011,Demolition,157.1,Debris,Normal,4.8,22.9,Rainy,23.6,5,Expert,150,9.3,Fair,2.7,Yes,227.1,386.2
T7610,2025-08-10 23:23:00,MCH102,OP2007,Trenching,264.2,Mixed,Normal,3.1,33.2,Windy,16.4,2,Beginner,4,10.4,Fair,9.2,No,265.2,528.7
T7611,2025-08-10 23:36:00,MCH107,OP2015,Paving,106.1,Debris,Soft,2.0,23.0,Cloudy,26.4,1,Beginner,10,9.5,Good,13.6,No,72.0,163.1
T7612,2025-08-10 23:49:00,MCH102,OP2010,Demolition,381.3,Clay,Normal,1.3,34.8,Rainy,20.2,4,Expert,148,10.4,Fair,9.4,No,568.5,791.3
T7613,2025-08-10 23:56:00,MCH101,OP2005,Trenching,188.0,Concrete,Hard,13.9,13.1,Cloudy,23.6,7,Beginner,5,5.5,Poor,1.4,No,187.9,484.1
T7614,2025-08-11 00:38:00,MCH101,OP2015,Trenching,390.6,Debris,Normal,5.3,14.2,Sunny,20.9,5,Beginner,10,5.5,Poor,6.1,No,392.2,693.8
T7615,2025-08-11 02:20:00,MCH104,OP2007,Demolition,103.9,Debris,Normal,3.9,1.4,Sunny,28.1,6,Beginner,4,1.6,Good,15.0,No,157.3,250.7
T7616,2025-08-11 04:37:00,MCH100,OP2005,Paving,183.8,Concrete,Soft,3.5,4.0,Windy,34.1,2,Beginner,5,9.4,Good,17.1,No,126.4,260.2
T7617,2025-08-11 05:28:00,MCH106,OP2009,Demolition,373.3,Rock,Soft,3.8,39.4,Sunny,25.6,3,Intermediate,37,9.3,Fair,13.4,No,555.3,834.1
T7618,2025-08-11 05:44:00,MCH102,OP2009,Compaction,309.2,Clay,Normal,8.0,24.7,Cloudy,19.2,7,Intermediate,37,10.4,Fair,3.3,No,151.4,213.8
T7619,2025-08-11 05:50:00,MCH107,OP2014,Demolition,295.1,Concrete,Soft,4.0,39.6,Sunny,23.6,3,Intermediate,37,9.5,Good,4.0,No,443.7,660.1
T7620,2025-08-11 05:51:00,MCH102,OP2018,Material_Loading,80.8,Debris,Normal,8.2,19.9,Windy,24.7,1,Beginner,14,10.4,Fair,1.5,No,46.3,116.2
T7621,2025-08-11 06:49:00,MCH109,OP2012,Demolition,118.2,Concrete,Normal,9.5,32.3,Sunny,33.4,8,Intermediate,23,5.7,Fair,4.4,No,176.1,278.9
T7622,2025-08-11 10:57:00,MCH101,OP2013,Compaction,399.4,Mixed,Normal,1.1,5.5,Sunny,29.1,1,Intermediate,36,5.5,Poor,10.4,Yes,199.8,341.9
T7623,2025-08-11 14:12:00,MCH104,OP2010,Paving,125.5,Mixed,Normal,8.0,13.3,Sunny,25.4,1,Expert,148,1.6,Good,15.4,No,80.8,102.5
T7624,2025-08-11 14:53:00,MCH105,OP2004,Compaction,281.6,Soil,Soft,4.8,7.8,Cloudy,34.9,5,Expert,203,11.7,Good,13.6,No,139.6,140.9
T7625,2025-08-11 14:54:00,MCH102,OP2017,Demolition,230.9,Soil,Soft,1.6,25.8,Sunny,21.1,7,Intermediate,21,10.4,Fair,5.9,No,338.9,343.6
T7626,2025-08-11 15:47:00,MCH102,OP2012,Trenching,68.4,Concrete,Normal,5.8,37.4,Sunny,27.3,2,Intermediate,23,10.4,Fair,6.1,No,52.3,140.5
T7627,2025-08-11 15:49:00,MCH105,OP2017,Trenching,65.1,Mixed,Hard,14.3,29.7,Sunny,19.1,8,Intermediate,21,11.7,Good,14.9,No,73.4,153.0
T7628,2025-08-11 17:48:00,MCH106,OP2011,Trenching,209.3,Soil,Soft,7.5,35.1,Foggy,29.7,5,Expert,150,9.3,Fair,16.2,No,214.5,286.0
T7629,2025-08-11 20:35:00,MCH105,OP2006,Earth_Excavation,131.8,Concrete,Soft,8.4,22.8,Sunny,30.7,8,Intermediate,23,11.7,Good,14.3,No,159.8,263.2
T7630,2025-08-11 20:37:00,MCH101,OP2004,Paving,357.8,Rock,Soft,6.3,22.6,Rainy,17.3,1,Expert,203,5.5,Poor,11.2,No,247.7,487.9
T7631,2025-08-11 20:58:00,MCH109,OP2007,Earth_Excavation,291.2,Concrete,Hard,8.0,1.1,Windy,25.9,6,Beginner,4,5.7,Fair,10.1,No,339.3,760.5
T7632,2025-08-12 00:09:00,MCH108,OP2013,Demolition,271.9,Debris,Soft,6.3,24.6,Rainy,23.7,6,Intermediate,36,2.0,Fair,17.1,No,400.8,518.9
T7633,2025-08-12 00:10:00,MCH108,OP2014,Grading,354.8,Debris,Soft,7.2,24.1,Sunny,25.5,2,Intermediate,37,2.0,Fair,9.5,No,279.4,335.7
T7634,2025-08-12 00:33:00,MCH100,OP2003,Demolition,201.5,Concrete,Soft,1.6,9.8,Rainy,27.1,2,Expert,188,9.4,Good,6.4,No,306.0,425.6
T7635,2025-08-12 00:40:00,MCH105,OP2016,Grading,386.2,Mixed,Hard,4.6,31.6,Sunny,29.8,8,Beginner,10,11.7,Good,10.9,No,310.6,646.5
T7636,2025-08-12 00:50:00,MCH107,OP2008,Trenching,194.8,Mixed,Rocky,11.3,6.4,Cloudy,15.3,4,Beginner,14,9.5,Good,16.0,No,201.3,440.4
T7637,2025-08-12 01:30:00,MCH105,OP2008,Earth_Excavation,261.4,Mixed,Hard,5.8,33.0,Cloudy,21.9,5,Beginner,14,11.7,Good,18.4,No,316.0,648.5
T7638,2025-08-12 02:22:00,MCH107,OP2006,Paving,179.6,Rock,Normal,9.8,24.3,Rainy,25.6,6,Intermediate,23,9.5,Good,15.8,No,130.6,228.4
T7639,2025-08-12 03:08:00,MCH106,OP2003,Trenching,57.8,Clay,Rocky,4.6,38.5,Sunny,27.8,7,Expert,188,9.3,Fair,10.0,No,63.9,145.0
T7640,2025-08-12 03:22:00,MCH101,OP2011,Earth_Excavation,326.0,Clay,Normal,12.6,31.6,Rainy,36.9,8,Expert,150,5.5,Poor,7.0,No,392.8,540.9
T7641,2025-08-12 04:13:00,MCH102,OP2013,Earth_Excavation,30.4,Clay,Soft,4.0,28.6,Foggy,26.7,5,Intermediate,36,10.4,Fair,10.5,No,39.7,107.5
T7642,2025-08-12 04:26:00,MCH106,OP2012,Compaction,373.4,Debris,Normal,5.4,21.6,Sunny,19.8,2,Intermediate,23,9.3,Fair,11.9,No,186.4,297.9
T7643,2025-08-12 05:06:00,MCH101,OP2009,Paving,284.3,Rock,Normal,0.9,17.7,Cloudy,32.8,7,Intermediate,37,5.5,Poor,6.3,No,198.7,296.3
T7644,2025-08-12 05:25:00,MCH105,OP2012,Material_Loading,137.9,Clay,Normal,2.4,7.3,Rainy,30.6,7,Intermediate,23,11.7,Good,6.4,No,71.5,95.1
T7645,2025-08-12 05:30:00,MCH108,OP2010,Trenching,151.2,Mixed,Hard,13.4,26.3,Rainy,21.5,2,Expert,148,2.0,Fair,14.3,No,148.6,275.2
T7646,2025-08-12 05:35:00,MCH107,OP2010,Paving,159.3,Debris,Soft,14.2,10.3,Sunny,11.1,3,Expert,148,9.5,Good,19.8,Yes,108.9,188.3
T7647,2025-08-12 07:00:00,MCH109,OP2012,Earth_Excavation,161.0,Mixed,Soft,11.3,37.7,Sunny,30.5,5,Intermediate,23,5.7,Fair,16.1,No,187.8,276.4
T7648,2025-08-12 08:05:00,MCH108,OP2012,Material_Loading,289.8,Rock,Normal,1.3,19.5,Windy,23.7,3,Intermediate,23,2.0,Fair,19.0,No,171.2,277.9
T7649,2025-08-12 08:28:00,MCH101,OP2008,Trenching,236.6,Soil,Rocky,4.9,24.1,Sunny,15.5,8,Beginner,14,5.5,Poor,5.9,No,248.4,557.8
T7650,2025-08-12 08:36:00,MCH106,OP2000,Paving,154.3,Debris,Normal,15.2,33.0,Sunny,22.7,5,Expert,85,9.3,Fair,14.4,No,103.7,161.5
T7651,2025-08-12 08:47:00,MCH105,OP2003,Paving,20.8,Concrete,Normal,1.1,18.7,Cloudy,21.6,6,Expert,188,11.7,Good,19.6,Yes,22.6,120.2
T7652,2025-08-12 09:05:00,MCH109,OP2012,Compaction,328.0,Clay,Soft,12.0,33.8,Windy,28.4,1,Intermediate,23,5.7,Fair,7.2,No,171.3,268.6
T7653,2025-08-12 09:49:00,MCH104,OP2003,Paving,63.2,Clay,Normal,6.6,21.2,Windy,15.3,8,Expert,188,1.6,Good,7.9,No,35.5,71.2
T7654,2025-08-12 10:00:00,MCH102,OP2007,Trenching,346.7,Rock,Hard,11.3,1.7,Cloudy,26.0,6,Beginner,4,10.4,Fair,19.0,No,343.1,827.1
T7655,2025-08-12 12:45:00,MCH102,OP2011,Earth_Excavation,302.1,Concrete,Hard,6.6,2.4,Sunny,25.2,2,Expert,150,10.4,Fair,1.0,No,367.1,508.7
T7656,2025-08-12 14:42:00,MCH103,OP2019,Paving,143.1,Mixed,Hard,6.2,30.6,Sunny,26.0,3,Intermediate,32,8.5,Fair,9.8,No,96.2,178.0
T7657,2025-08-12 14:43:00,MCH103,OP2008,Demolition,317.4,Mixed,Hard,7.0,34.1,Sunny,39.5,2,Beginner,14,8.5,Fair,14.7,No,474.8,896.9
T7658,2025-08-12 14:51:00,MCH106,OP2013,Material_Loading,76.8,Rock,Soft,1.2,11.3,Cloudy,21.8,5,Intermediate,36,9.3,Fair,11.0,No,41.9,74.9
T7659,2025-08-12 16:38:00,MCH107,OP2019,Demolition,268.5,Clay,Normal,7.6,4.2,Rainy,29.9,7,Intermediate,32,9.5,Good,3.8,No,415.2,487.1
T7660,2025-08-12 16:59:00,MCH106,OP2017,Compaction,376.5,Rock,Soft,6.5,39.0,Foggy,12.2,7,Intermediate,21,9.3,Fair,13.9,No,181.9,371.9
T7661,2025-08-12 17:38:00,MCH103,OP2005,Grading,249.2,Debris,Rocky,5.9,21.3,Windy,26.0,3,Beginner,5,8.5,Fair,6.9,No,193.9,487.2
T7662,2025-08-12 17:45:00,MCH109,OP2009,Paving,184.1,Debris,Normal,3.2,25.9,Cloudy,26.3,2,Intermediate,37,5.7,Fair,8.4,No,131.3,216.4
T7663,2025-08-12 18:16:00,MCH102,OP2011,Grading,323.3,Mixed,Hard,3.4,34.2,Rainy,21.0,1,Expert,150,10.4,Fair,13.5,No,254.3,450.8
T7664,2025-08-12 20:29:00,MCH104,OP2010,Trenching,196.8,Clay,Rocky,2.4,27.8,Cloudy,26.1,8,Expert,148,1.6,Good,9.2,No,202.5,250.5
T7665,2025-08-12 20:53:00,MCH109,OP2017,Trenching,169.6,Concrete,Normal,4.4,12.6,Cloudy,26.8,1,Intermediate,21,5.7,Fair,19.5,No,164.6,269.2
T7666,2025-08-12 21:21:00,MCH108,OP2000,Trenching,48.2,Clay,Normal,6.3,26.2,Foggy,22.7,4,Expert,85,2.0,Fair,7.2,No,53.8,100.4
T7667,2025-08-12 21:40:00,MCH107,OP2004,Demolition,233.4,Soil,Normal,0.8,33.1,Sunny,30.4,2,Expert,203,9.5,Good,4.8,No,347.8,339.7
T7668,2025-08-12 22:41:00,MCH104,OP2006,Demolition,324.5,Clay,Normal,0.6,17.9,Sunny,9.8,4,Intermediate,23,1.6,Good,1.3,No,484.3,517.2
T7669,2025-08-12 23:46:00,MCH101,OP2009,Paving,139.0,Soil,Normal,5.8,1.5,Rainy,17.8,8,Intermediate,37,5.5,Poor,18.2,No,100.3,131.1
T7670,2025-08-13 00:03:00,MCH104,OP2017,Grading,377.0,Mixed,Normal,3.2,26.9,Windy,35.2,6,Intermediate,21,1.6,Good,15.2,No,294.4,370.2
T7671,2025-08-13 00:46:00,MCH102,OP2005,Paving,216.0,Mixed,Hard,3.0,32.7,Cloudy,19.6,5,Beginner,5,10.4,Fair,8.8,Yes,158.9,379.9
T7672,2025-08-13 01:02:00,MCH106,OP2012,Trenching,231.3,Soil,Normal,5.4,30.6,Sunny,18.5,3,Intermediate,23,9.3,Fair,19.4,Yes,230.9,362.1
T7673,2025-08-13 02:31:00,MCH100,OP2016,Demolition,20.1,Mixed,Hard,6.2,10.4,Foggy,22.3,7,Beginner,10,9.4,Good,4.9,No,30.0,74.0
T7674,2025-08-13 02:38:00,MCH109,OP2014,Material_Loading,347.5,Clay,Normal,9.7,16.4,Sunny,16.0,6,Intermediate,37,5.7,Fair,10.8,No,204.8,235.6
T7675,2025-08-13 04:51:00,MCH105,OP2017,Trenching,250.3,Rock,Normal,19.1,15.9,Sunny,24.7,8,Intermediate,21,11.7,Good,11.8,No,253.5,420.0
